AD-005	YER068W
YIL021W	YOL005C
YIL026C	YBR251W
YIL026C	YHR156C
YIL026C	YPR068C
YIL033C	YIL033C
YIL033C	YMR273C
YIL033C	YPL203W
YIL035C	YGL019W
YIL035C	YOR039W
YIL035C	YOR061W
YIL038C	YBR211C
YIL038C	YCL008C
YIL038C	YCR077C
YIL038C	YDR221W
YIL038C	YEL003W
YIL038C	YEL043W
YIL038C	YGL075C
YIL038C	YGL086W
YIL038C	YGL145W
YIL038C	YGR119C
YIL038C	YGR238C
YIL038C	YHR080C
YIL038C	YJL049W
YIL038C	YJL113W
YIL038C	YKR022C
YIL038C	YKR083C
YIL038C	YLR025W
YIL038C	YOL088C
YIL038C	YOR216C
YIL039W	PSEC0238
YIL039W	YDR453C
YIL039W	YIR038C
YIL045W	YOR178C
YIL046W	YBR080C
YIL046W	YBR138C
YIL046W	YBR270C
YIL046W	YDR328C
YIL046W	YEL015W
YIL046W	YJL058C
YIL046W	YJR130C
YIL046W	YJR131W
YIL046W	YLR082C
YIL046W	YNL103W
YIL047C	YOR212W
YIL050W	YLR190W
YIL050W	YPL031C
YIL051C	YGR144W
YIL052C	YKL172W
YIL052C	YOL041C
YIL053W	YBR182C
YIL053W	YPL201C
YIL061C	YAL047C
YIL061C	YBL063W
YIL061C	YBR034C
YIL061C	YBR102C
YIL061C	YBR112C
YIL061C	YCR101C
YIL061C	YDL013W
YIL061C	YDR110W
YIL061C	YER105C
YIL061C	YER172C
YIL061C	YFL016C
YIL061C	YFR039C
YIL061C	YGR203W
YIL061C	YHR023W
YIL061C	YHR079C
YIL061C	YHR165C
YIL061C	YLR017W
YIL061C	YLR153C
YIL061C	YLR213C
YIL061C	YLR439W
YIL061C	YML016C
YIL061C	YML029W
YIL061C	YMR009W
YIL061C	YMR044W
YIL061C	YNL199C
YIL061C	YNR016C
YIL061C	YOL004W
YIL061C	YOR275C
YIL061C	YOR346W
YIL061C	YPL016W
YIL061C	YPL215W
YIL065C	YAL016W
YIL065C	YCL056C
YIL065C	YDL100C
YIL065C	YIL065C
YIL065C	YJL112W
YIL065C	YJR091C
YIL065C	YKR036C
YIL066C	YML058W
YIL069C	YPL004C
YIL072W	YLR263W
YIL073C	YHR153C
YIL073C	YLR263W
YIL074C	YER081W
YIL074C	YIL074C
YIL079C	RP1-240B8.3
YIL079C	RP11-1114A5.1
YIL079C	YBR233W
YIL079C	YGL122C
YIL079C	YLR423C
YIL083C	YGR277C
YIL083C	YKL088W
YIL084C	YLR423C
YIL085C	YJL019W
YIL088C	PSEC0238
YIL091C	YDL153C
YIL091C	YJR002W
YIL091C	YLR409C
YIL092W	YGL122C
YIL092W	YLR423C
YIL095W	YBL007C
YIL095W	YDL029W
YIL095W	YER144C
YIL095W	YGR241C
YIL095W	YHR161C
YIL095W	YLR206W
YIL103W	YKL191W
YIL104C	YNL124W
YIL105C	YER179W
YIL105C	YIL105C
YIL105C	YKL130C
YIL105C	YLR423C
YIL105C	YML057W
YIL105C	YNL047C
YIL106W	YBR255W
YIL106W	YGR092W
YIL106W	YNL161W
YIL106W	YNR052C
YIL109C	PP2243
YIL109C	RP11-334D18.1
YIL109C	YBR038W
YIL109C	YDL195W
YIL109C	YGR057C
YIL109C	YKL068W
YIL109C	YKL103C
YIL109C	YLR026C
YIL109C	YLR245C
YIL109C	YMR124W
YIL109C	YOL130W
YIL109C	YPL085W
YIL109C	YPR181C
YIL113W	YHR030C
YIL113W	YLL019C
YIL115C	YDL207W
YIL115C	YOR046C
YIL118W	YGL019W
YIL118W	YIL035C
YIL118W	YJL085W
YIL118W	YLR096W
YIL118W	YNL271C
YIL118W	YOR061W
YIL118W	YOR326W
YIL119C	YGR059W
YIL122W	LA16c-358B7.1
YIL122W	YHR161C
YIL122W	YIL122W
YIL122W	YNL116W
YIL124W	PSEC0238
YIL124W	YIR038C
YIL126W	YFR037C
YIL126W	YLR321C
YIL128W	YHR122W
YIL128W	YMR112C
YIL129C	YHR102W
YIL129C	YNL161W
YIL131C	YER040W
YIL131C	YIR002C
YIL131C	YLR436C
YIL131C	YMR144W
YIL131C	YNL229C
YIL132C	YDR004W
YIL132C	YDR076W
YIL132C	YER095W
YIL132C	YLR376C
YIL132C	YML032C
YIL136W	YKR031C
YIL138C	YIL138C
YIL139C	YDR004W
YIL139C	YGL163C
YIL139C	YMR133W
YIL139C	YOR346W
YIL143C	YPL122C
YIL143C	YPR056W
YIL144W	YBR057C
YIL144W	YDL013W
YIL144W	YDL028C
YIL144W	YDL064W
YIL144W	YDL239C
YIL144W	YDR130C
YIL144W	YDR532C
YIL144W	YEL005C
YIL144W	YER018C
YIL144W	YFR031C
YIL144W	YGR048W
YIL144W	YGR113W
YIL144W	YGR120C
YIL144W	YGR238C
YIL144W	YHR107C
YIL144W	YIL144W
YIL144W	YJR112W
YIL144W	YKL138C-A
YIL144W	YKR054C
YIL144W	YLL019C
YIL144W	YLL021W
YIL144W	YLR315W
YIL144W	YLR423C
YIL144W	YMR054W
YIL144W	YMR294W
YIL144W	YNL078W
YIL144W	YNL084C
YIL144W	YOL069W
YIL144W	YOL091W
YIL144W	YOR156C
YIL144W	YOR174W
YIL144W	YOR324C
YIL144W	YPL016W
YIL144W	YPL174C
YIL146C	YBL078C
YIL146C	YPR049C
YIL147C	YIR004W
YIL147C	YJR074W
YIL150C	RP11-395P17.5
YIL150C	YBL023C
YIL150C	YBR088C
YIL150C	YBR202W
YIL150C	YDL042C
YIL150C	YEL032W
YIL150C	YGL201C
YIL150C	YIL150C
YIL150C	YLR288C
YIL150C	YLR442C
YIL150C	YPR019W
YIL151C	YBL051C
YIL151C	YDR140W
YIL151C	YLR121C
YIL152W	RP11-108L7.8
YIL152W	RP11-395P17.5
YIL152W	YCR086W
YIL152W	YJL112W
YIL152W	YLR423C
YIL153W	CGI-29
YIL153W	CGI-95
YIL153W	DAAP-182E11.3
YIL153W	RP11-108L7.8
YIL153W	RP11-165F24.7
YIL153W	RP11-167N5.3
YIL153W	RP11-307C12.9
YIL153W	RP11-413M3.9
YIL153W	RP11-69L16.7
YIL153W	RP11-730A19.1
YIL153W	RP6-191P20.2
YIL153W	YDR259C
YIL153W	YLL001W
YIL153W	YLR258W
YIL153W	YLR423C
YIL153W	YNL021W
YIL153W	YNL229C
YIL153W	YNL314W
YIL159W	YDR258C
YIL159W	YDR308C
YIL159W	YGL025C
YIL159W	YGL180W
YIL159W	YGR059W
YIL159W	YIL159W
YIL159W	YJL019W
YIL159W	YKL061W
YIL159W	YKL079W
YIL159W	YKL105C
YIL159W	YKL138C-A
YIL159W	YKL155C
YIL159W	YKR054C
YIL159W	YLR206W
YIL159W	YLR319C
YIL159W	YMR032W
YIL159W	YMR117C
YIL159W	YMR168C
YIL159W	YMR280C
YIL159W	YNL084C
YIL159W	YNL086W
YIL159W	YOL069W
YIL159W	YOR191W
YIL159W	YPL018W
YIL160C	YHR160C
YIL162W	YDL100C
YIR001C	YGR250C
YIR002C	YAR007C
YIR002C	YDL160C-A
YIR002C	YIL131C
YIR002C	YKR031C
YIR002C	YOL034W
YIR003W	YER071C
YIR003W	YJL020C
YIR005W	YER148W
YIR005W	YGL174W
YIR006C	YBL007C
YIR006C	YDL161W
YIR006C	YGR241C
YIR006C	YHR161C
YIR006C	YIR006C
YIR006C	YJR112W
YIR006C	YKL129C
YIR006C	YMR109W
YIR006C	YNL084C
YIR006C	YOL101C
YIR006C	YPL018W
YIR009W	YAL024C
YIR009W	YBR114W
YIR009W	YBR136W
YIR009W	YDL001W
YIR009W	YDR184C
YIR009W	YHR099W
YIR009W	YHR197W
YIR009W	YIL143C
YIR009W	YJL092W
YIR009W	YKL173W
YIR009W	YKR099W
YIR009W	YLR067C
YIR009W	YLR433C
YIR009W	YLR456W
YIR009W	YNL036W
YIR009W	YNL091W
YIR009W	YOR011W
YIR009W	YOR017W
YIR009W	YPL016W
YIR010W	YCR086W
YIR012W	DAAP-182E11.3
YIR012W	RP11-30E16.2
YIR012W	RP11-395P17.5
YIR012W	RP4-696P19.1
YIR012W	RP6-191P20.2
YIR012W	YLR075W
YIR015W	YBR257W
YIR015W	YGR030C
YIR015W	YIR015W
YIR015W	YLR345W
YIR016W	YFL034C-B
YIR016W	YNL161W
YIR017C	YLR423C
YIR018W	YAL011W
YIR018W	YGL071W
YIR026C	LL0YNC03-56G10.1
YIR026C	YGR103W
YIR029W	RP1-214M20.1
YIR032C	YIR032C
YIR034C	YGL153W
YIR034C	YOR138C
YIR035C	YIR035C
YIR036C	YIR036C
YIR037W	YLR345W
YIR038C	YIR038C
YJL001W	YLR386W
YJL001W	YMR314W
YJL001W	YOR157C
YJL001W	YPR180W
YJL006C	YCR106W
YJL006C	YKL139W
YJL006C	YML112W
YJL011C	YDR045C
YJL011C	YDR448W
YJL011C	YGL096W
YJL011C	YGR246C
YJL011C	YHR167W
YJL011C	YKL015W
YJL011C	YKL144C
YJL011C	YNL151C
YJL013C	YGL116W
YJL013C	YOR026W
YJL019W	YER047C
YJL019W	YJL019W
YJL019W	YKL172W
YJL019W	YKR034W
YJL019W	YMR117C
YJL019W	YOL104C
YJL019W	YOR294W
YJL019W	YPR018W
YJL020C	YAL016W
YJL020C	YBL027W
YJL020C	YBL105C
YJL020C	YBR108W
YJL020C	YCL031C
YJL020C	YDL129W
YJL020C	YDL240W
YJL020C	YDR277C
YJL020C	YDR386W
YJL020C	YDR409W
YJL020C	YER032W
YJL020C	YER059W
YJL020C	YER086W
YJL020C	YER115C
YJL020C	YGL035C
YJL020C	YGL190C
YJL020C	YGL250W
YJL020C	YGR048W
YJL020C	YIL144W
YJL020C	YIL159W
YJL020C	YIR003W
YJL020C	YJL194W
YJL020C	YJR047C
YJL020C	YJR112W
YJL020C	YJR115W
YJL020C	YJR149W
YJL020C	YKL109W
YJL020C	YKL129C
YJL020C	YLR206W
YJL020C	YLR337C
YJL020C	YMR109W
YJL020C	YMR162C
YJL020C	YNL023C
YJL020C	YNL025C
YJL020C	YNL094W
YJL020C	YNL199C
YJL020C	YNL206C
YJL020C	YNR016C
YJL020C	YOR047C
YJL020C	YOR081C
YJL020C	YOR156C
YJL020C	YOR181W
YJL020C	YPR072W
YJL020C	YPR184W
YJL025W	YBL014C
YJL025W	YBR057C
YJL025W	YER125W
YJL025W	YGR233C
YJL025W	YLR423C
YJL025W	YMR111C
YJL025W	YOR284W
YJL025W	YOR380W
YJL026W	YDR151C
YJL026W	YJL026W
YJL026W	YLR136C
YJL030W	YBR080C
YJL030W	YDL190C
YJL030W	YGL086W
YJL030W	YGL116W
YJL030W	YGR238C
YJL030W	YGR273C
YJL030W	YHR113W
YJL030W	YIL122W
YJL030W	YJL030W
YJL030W	YJL206C
YJL030W	YKL204W
YJL030W	YOL116W
YJL031C	YPR176C
YJL033W	YDR299W
YJL034W	YDR180W
YJL034W	YDR289C
YJL034W	YGL086W
YJL034W	YGL180W
YJL034W	YGR094W
YJL034W	YGR270W
YJL034W	YGR274C
YJL034W	YHR023W
YJL034W	YHR159W
YJL034W	YHR206W
YJL034W	YIL136W
YJL034W	YJL019W
YJL034W	YJL029C
YJL034W	YJL034W
YJL034W	YJR002W
YJL034W	YJR035W
YJL034W	YKL050C
YJL034W	YKL073W
YJL034W	YKR035W-A
YJL034W	YLR200W
YJL034W	YLR206W
YJL034W	YMR052W
YJL034W	YMR077C
YJL034W	YNL061W
YJL034W	YNL084C
YJL034W	YNL272C
YJL034W	YOR211C
YJL034W	YOR290C
YJL034W	YOR324C
YJL034W	YOR329C
YJL034W	YPL026C
YJL034W	YPL055C
YJL034W	YPL074W
YJL034W	YPL078C
YJL034W	YPL124W
YJL034W	YPL174C
YJL034W	YPL216W
YJL034W	YPL249C
YJL036W	YAL047C
YJL036W	YDL113C
YJL036W	YDR425W
YJL036W	YDR446W
YJL036W	YEL051W
YJL036W	YER093C
YJL036W	YER127W
YJL036W	YGL233W
YJL036W	YGR097W
YJL036W	YGR113W
YJL036W	YGR120C
YJL036W	YIL084C
YJL036W	YLR031W
YJL036W	YLR423C
YJL036W	YLR424W
YJL036W	YNL041C
YJL036W	YNL086W
YJL036W	YOR057W
YJL036W	YOR132W
YJL036W	YOR344C
YJL036W	YPL174C
YJL036W	YPL201C
YJL039C	YMR153W
YJL041W	RP11-291O7.2
YJL041W	YCR048W
YJL041W	YGR119C
YJL041W	YML111W
YJL044C	YDR456W
YJL047C	YOL133W
YJL048C	YDL126C
YJL048C	YKL130C
YJL048C	YLR423C
YJL049W	YAR018C
YJL049W	YBR102C
YJL049W	YDR468C
YJL049W	YGL212W
YJL049W	YGR059W
YJL049W	YGR089W
YJL049W	YGR274C
YJL049W	YHR080C
YJL049W	YJR112W
YJL049W	YKL138C-A
YJL049W	YKL142W
YJL049W	YLR315W
YJL049W	YMR053C
YJL049W	YMR117C
YJL049W	YNL084C
YJL049W	YOL069W
YJL049W	YOR124C
YJL050W	YNL299W
YJL050W	YOL115W
YJL057C	YMR153W
YJL058C	DAAP-182E11.3
YJL058C	RP11-291O7.2
YJL058C	RP11-334D18.1
YJL058C	RP11-395P17.5
YJL058C	RP11-94L15.2
YJL058C	RP5-1119D9.3
YJL058C	RP6-191P20.2
YJL058C	RSD9
YJL058C	YBR057C
YJL058C	YDR448W
YJL058C	YDR480W
YJL058C	YER052C
YJL058C	YIR025W
YJL058C	YJL058C
YJL058C	YJL112W
YJL058C	YLR423C
YJL058C	YNL229C
YJL058C	hCG_1997849
YJL058C	tcag7.1300
YJL061W	AD-016
YJL061W	DAAP-385L22.4
YJL061W	YDL130W-A
YJL061W	YJL041W
YJL061W	YLR423C
YJL068C	YJL068C
YJL070C	YDR504C
YJL072C	YDR489W
YJL072C	YJL090C
YJL073W	YJL019W
YJL074C	YEL043W
YJL074C	YFL008W
YJL074C	YFR031C
YJL074C	YJL074C
YJL074C	YLR086W
YJL074C	YOL069W
YJL076W	YDL042C
YJL076W	YDR110W
YJL077W-B	YCR106W
YJL081C	YBR009C
YJL081C	YBR010W
YJL081C	YDR224C
YJL081C	YDR225W
YJL081C	YOR244W
YJL081C	YPL127C
YJL083W	YPL004C
YJL085W	YBR057C
YJL085W	YIL118W
YJL088W	YPL111W
YJL089W	YDR477W
YJL089W	YER027C
YJL089W	YJL089W
YJL089W	YMR280C
YJL089W	YPL042C
YJL090C	YAL019W
YJL090C	YBR098W
YJL090C	YDR013W
YJL090C	YDR217C
YJL090C	YGL113W
YJL090C	YKL108W
YJL090C	YLR072W
YJL090C	YLR098C
YJL090C	YLR135W
YJL090C	YLR386W
YJL090C	YML099C
YJL090C	YPL194W
YJL092W	YAL028W
YJL092W	YAR018C
YJL092W	YBR042C
YJL092W	YBR088C
YJL092W	YBR179C
YJL092W	YCR066W
YJL092W	YDL013W
YJL092W	YDL064W
YJL092W	YDL091C
YJL092W	YDL122W
YJL092W	YDR075W
YJL092W	YDR078C
YJL092W	YDR128W
YJL092W	YDR221W
YJL092W	YDR320C
YJL092W	YDR363W
YJL092W	YDR386W
YJL092W	YDR409W
YJL092W	YDR458C
YJL092W	YDR510W
YJL092W	YER014W
YJL092W	YER032W
YJL092W	YER047C
YJL092W	YER095W
YJL092W	YER141W
YJL092W	YFR031C
YJL092W	YGL101W
YJL092W	YGL175C
YJL092W	YGL192W
YJL092W	YGL241W
YJL092W	YGR056W
YJL092W	YGR184C
YJL092W	YGR230W
YJL092W	YGR258C
YJL092W	YHL030W
YJL092W	YHR082C
YJL092W	YHR118C
YJL092W	YHR202W
YJL092W	YIL013C
YJL092W	YIL031W
YJL092W	YIL161W
YJL092W	YIR002C
YJL092W	YJL057C
YJL092W	YJL157C
YJL092W	YJL170C
YJL092W	YJR119C
YJL092W	YJR132W
YJL092W	YKL057C
YJL092W	YKL077W
YJL092W	YKR027W
YJL092W	YKR048C
YJL092W	YKR061W
YJL092W	YLL019C
YJL092W	YLR032W
YJL092W	YLR035C
YJL092W	YLR154W-C
YJL092W	YLR223C
YJL092W	YLR384C
YJL092W	YLR401C
YJL092W	YLR430W
YJL092W	YML032C
YJL092W	YMR029C
YJL092W	YMR136W
YJL092W	YMR190C
YJL092W	YMR201C
YJL092W	YMR219W
YJL092W	YMR224C
YJL092W	YNL078W
YJL092W	YNL088W
YJL092W	YNL186W
YJL092W	YNL236W
YJL092W	YNL327W
YJL092W	YOL034W
YJL092W	YOL086C
YJL092W	YOL104C
YJL092W	YOR137C
YJL092W	YOR156C
YJL092W	YOR160W
YJL092W	YOR174W
YJL092W	YOR194C
YJL092W	YOR281C
YJL092W	YOR355W
YJL092W	YPL092W
YJL092W	YPL121C
YJL092W	YPR018W
YJL092W	YPR164W
YJL095W	YJL095W
YJL095W	YOR231W
YJL095W	YPL140C
YJL097W	PSEC0238
YJL097W	YAR027W
YJL097W	YAR028W
YJL097W	YDR479C
YJL097W	YIR038C
YJL097W	YML029W
YJL097W	YPL094C
YJL097W	YPR071W
YJL100W	YOR181W
YJL104W	YDR100W
YJL104W	YMR071C
YJL104W	YOL082W
YJL106W	YER020W
YJL106W	YJL194W
YJL106W	YJR094C
YJL107C	RP4-696P19.1
YJL109C	YDR398W
YJL109C	YMR093W
YJL109C	YPL126W
YJL110C	RP11-395P17.5
YJL110C	YBR095C
YJL110C	YBR152W
YJL110C	YDL148C
YJL110C	YDR027C
YJL110C	YDR221W
YJL110C	YDR229W
YJL110C	YDR259C
YJL110C	YDR295C
YJL110C	YDR393W
YJL110C	YDR505C
YJL110C	YDR520C
YJL110C	YER018C
YJL110C	YER128W
YJL110C	YGL086W
YJL110C	YGL180W
YJL110C	YGR120C
YJL110C	YGR150C
YJL110C	YGR270W
YJL110C	YHR158C
YJL110C	YHR206W
YJL110C	YJL019W
YJL110C	YJL029C
YJL110C	YJL036W
YJL110C	YJL110C
YJL110C	YJL168C
YJL110C	YJR002W
YJL110C	YJR021C
YJL110C	YJR045C
YJL110C	YJR082C
YJL110C	YKL016C
YJL110C	YKL073W
YJL110C	YKL079W
YJL110C	YKL080W
YJL110C	YKL138C-A
YJL110C	YKL142W
YJL110C	YKR035W-A
YJL110C	YLR025W
YJL110C	YLR119W
YJL110C	YLR206W
YJL110C	YLR268W
YJL110C	YLR319C
YJL110C	YML007W
YJL110C	YML103C
YJL110C	YMR052W
YJL110C	YMR077C
YJL110C	YMR183C
YJL110C	YNL021W
YJL110C	YNL084C
YJL110C	YNL091W
YJL110C	YOL090W
YJL110C	YOR073W
YJL110C	YOR290C
YJL110C	YPL026C
YJL110C	YPL124W
YJL110C	YPL174C
YJL110C	YPL255W
YJL110C	YPR018W
YJL110C	YPR199C
YJL112W	YAL011W
YJL112W	YAL028W
YJL112W	YDR150W
YJL112W	YDR229W
YJL112W	YGL086W
YJL112W	YGR150C
YJL112W	YHR206W
YJL112W	YIL065C
YJL112W	YJL112W
YJL112W	YKL073W
YJL112W	YKL179C
YJL112W	YKR022C
YJL112W	YKR036C
YJL112W	YLL001W
YJL112W	YLR025W
YJL112W	YLR031W
YJL112W	YNL025C
YJL112W	YPR199C
YJL113W	YAL047C
YJL113W	YJL074C
YJL113W	YJL113W
YJL113W	YJL114W
YJL114W	YAL047C
YJL114W	YJL074C
YJL114W	YJL113W
YJL114W	YJL114W
YJL115W	YBL008W
YJL117W	PSEC0238
YJL117W	YAR027W
YJL117W	YDR479C
YJL117W	YIR033W
YJL117W	YIR038C
YJL121C	YJL121C
YJL122W	YDR101C
YJL122W	YMR308C
YJL124C	YAL019W
YJL124C	YBL026W
YJL124C	YBR214W
YJL124C	YBR274W
YJL124C	YCR024C
YJL124C	YCR024C-A
YJL124C	YCR077C
YJL124C	YDL013W
YJL124C	YDL175C
YJL124C	YDR002W
YJL124C	YDR378C
YJL124C	YDR422C
YJL124C	YEL060C
YJL124C	YER028C
YJL124C	YER112W
YJL124C	YER146W
YJL124C	YGL207W
YJL124C	YGR158C
YJL124C	YIL042C
YJL124C	YIL048W
YJL124C	YJL124C
YJL124C	YJR022W
YJL124C	YJR143C
YJL124C	YKL173W
YJL124C	YKR026C
YJL124C	YLR003C
YJL124C	YLR362W
YJL124C	YLR438C-A
YJL124C	YML088W
YJL124C	YMR056C
YJL124C	YMR250W
YJL124C	YNL032W
YJL124C	YNL147W
YJL124C	YNL163C
YJL124C	YOR109W
YJL124C	YOR147W
YJL124C	YOR320C
YJL124C	YOR375C
YJL124C	YPL016W
YJL124C	YPL084W
YJL124C	YPL152W
YJL125C	YNL062C
YJL127C	YPL059W
YJL128C	YER118C
YJL128C	YLR362W
YJL134W	YDR479C
YJL134W	YML029W
YJL137C	YJL137C
YJL137C	YLR258W
YJL140W	YBL026W
YJL140W	YCR077C
YJL140W	YDR404C
YJL140W	YIL038C
YJL140W	YLR192C
YJL140W	YMR309C
YJL140W	YPR072W
YJL140W	YPR187W
YJL141C	YER177W
YJL141C	YJL164C
YJL145W	YLR266C
YJL146W	YMR186W
YJL148W	YGR280C
YJL148W	YLR197W
YJL148W	YNL248C
YJL148W	YOL006C
YJL148W	YOR310C
YJL149W	YOL025W
YJL153C	YDL100C
YJL154C	YGL166W
YJL155C	YLR345W
YJL157C	YAL041W
YJL157C	YBR200W
YJL157C	YDR335W
YJL157C	YLR229C
YJL157C	YOR212W
YJL159W	UNQ515/PRO1030
YJL160C	YCR059C
YJL164C	YIL033C
YJL164C	YJL141C
YJL164C	YLR310C
YJL167W	YER022W
YJL167W	YGL119W
YJL167W	YGR270W
YJL167W	YJR140C
YJL167W	YLR256W
YJL168C	YBR211C
YJL168C	YDR485C
YJL168C	YEL043W
YJL168C	YGR089W
YJL168C	YJR112W
YJL168C	YKL050C
YJL168C	YLR315W
YJL168C	YOL069W
YJL168C	YOR117W
YJL168C	YOR259C
YJL168C	YPR108W
YJL173C	YAR007C
YJL173C	YJL173C
YJL173C	YNL312W
YJL176C	YDR073W
YJL178C	YDL149W
YJL178C	YLR431C
YJL179W	YPL018W
YJL183W	LA16c-358B7.1
YJL183W	YDR245W
YJL183W	YDR479C
YJL183W	YHL003C
YJL183W	YHR036W
YJL183W	YIR038C
YJL183W	YPL094C
YJL184W	YDR252W
YJL184W	YEL003W
YJL184W	YOR117W
YJL185C	YCL056C
YJL185C	YKR001C
YJL185C	YLL001W
YJL187C	YGR059W
YJL187C	YMR001C
YJL187C	YNL094W
YJL187C	YPR119W
YJL189W	YKR048C
YJL189W	YMR139W
YJL189W	YOR229W
YJL194W	YBL023C
YJL194W	YBR060C
YJL194W	YDR446W
YJL194W	YFL009W
YJL194W	YML065W
YJL194W	YNL182C
YJL194W	YNL201C
YJL194W	YNL307C
YJL194W	YOR279C
YJL203W	YBL067C
YJL203W	YBL101C
YJL203W	YCR081W
YJL203W	YDL030W
YJL203W	YDL043C
YJL203W	YDR170C
YJL203W	YHL007C
YJL203W	YKR090W
YJL203W	YLR067C
YJL203W	YMR285C
YJL203W	YNR053C
YJL203W	YOL091W
YJL203W	YOL136C
YJL204C	YAL026C
YJL204C	YDR328C
YJL204C	YER031C
YJL204C	YGL210W
YJL217W	YER027C
YJL218W	YJL218W
YJR002W	YDL153C
YJR002W	YHR148W
YJR002W	YNL075W
YJR003C	RP11-30E16.2
YJR003C	YDR448W
YJR003C	YDR480W
YJR003C	YJL112W
YJR003C	YLR423C
YJR003C	YPL049C
YJR003C	YPR173C
YJR003C	tcag7.1178
YJR006W	YDL102W
YJR007W	YER025W
YJR008W	YHR129C
YJR010C-A	YIR038C
YJR010W	YJR010W
YJR011C	YGR134W
YJR011C	YLR368W
YJR011C	YNR069C
YJR013W	PSEC0238
YJR013W	YAR027W
YJR013W	YPL094C
YJR017C	YDL140C
YJR021C	YCL029C
YJR021C	YDR369C
YJR021C	YER044C-A
YJR021C	YJR021C
YJR021C	YLR386W
YJR021C	YMR133W
YJR021C	YMR280C
YJR021C	YPL138C
YJR022W	YBL026W
YJR022W	YBR003W
YJR022W	YBR034C
YJR022W	YBR044C
YJR022W	YCR020C-A
YJR022W	YCR077C
YJR022W	YCR107W
YJR022W	YDR127W
YJR022W	YDR135C
YJR022W	YDR184C
YJR022W	YDR228C
YJR022W	YDR277C
YJR022W	YDR378C
YJR022W	YEL015W
YJR022W	YEL023C
YJR022W	YER112W
YJR022W	YER146W
YJR022W	YGL028C
YJR022W	YGL096W
YJR022W	YGL173C
YJR022W	YGR158C
YJR022W	YHR034C
YJR022W	YHR035W
YJR022W	YIL173W
YJR022W	YJL004C
YJR022W	YJL020C
YJR022W	YKR021W
YJR022W	YKR104W
YJR022W	YLL015W
YJR022W	YLR133W
YJR022W	YLR143W
YJR022W	YLR264W
YJR022W	YLR430W
YJR022W	YLR438C-A
YJR022W	YMR205C
YJR022W	YMR268C
YJR022W	YNL050C
YJR022W	YNL118C
YJR022W	YNL147W
YJR022W	YNL227C
YJR022W	YNL242W
YJR022W	YNL329C
YJR022W	YNR050C
YJR022W	YNR053C
YJR022W	YOL031C
YJR022W	YOL140W
YJR022W	YOL149W
YJR022W	YOR076C
YJR022W	YOR167C
YJR022W	YOR319W
YJR022W	YPR017C
YJR022W	YPR178W
YJR024C	YJR024C
YJR031C	YDR200C
YJR031C	YHR158C
YJR031C	YKR022C
YJR031C	YKR030W
YJR031C	YLR025W
YJR033C	YDR202C
YJR033C	YDR328C
YJR033C	YHR039C-A
YJR033C	YKL080W
YJR033C	YOR270C
YJR033C	YOR332W
YJR035W	YDR221W
YJR035W	YGL025C
YJR035W	YGR274C
YJR035W	YHR107C
YJR035W	YKL079W
YJR035W	YLR190W
YJR035W	YNL084C
YJR039W	DAAP-385L22.4
YJR039W	YMR021C
YJR039W	YOR111W
YJR040W	YDL100C
YJR041C	YCL054W
YJR041C	YHR088W
YJR041C	YKL014C
YJR041C	YLR221C
YJR041C	YNR038W
YJR041C	YOR272W
YJR042W	YMR047C
YJR043C	YBR088C
YJR043C	YJL092W
YJR043C	YJR006W
YJR043C	YNL102W
YJR044C	PSEC0238
YJR044C	YAR027W
YJR044C	YOL129W
YJR045C	YIL022W
YJR046W	YBR060C
YJR046W	YDR520C
YJR046W	YGL201C
YJR046W	YHR118C
YJR046W	YJL112W
YJR046W	YLR002C
YJR046W	YMR111C
YJR046W	YNL182C
YJR046W	YNL261W
YJR047C	YHR068W
YJR050W	YDR416W
YJR050W	YJR050W
YJR050W	YLR117C
YJR050W	YML046W
YJR050W	YMR213W
YJR050W	YPL213W
YJR052W	YBR114W
YJR052W	YER162C
YJR052W	YLR442C
YJR053W	YML064C
YJR053W	YMR001C
YJR053W	YMR055C
YJR053W	YNL164C
YJR055W	YEL026W
YJR055W	YPL193W
YJR056C	YJR056C
YJR057W	YJR057W
YJR058C	YBL037W
YJR058C	YGL175C
YJR060W	YIR017C
YJR060W	YNL103W
YJR062C	RP11-165F24.7
YJR063W	RP11-395P17.5
YJR063W	YPR010C
YJR063W	tcag7.1178
YJR066W	C7_02570C_A
YJR066W	YER040W
YJR066W	YFL021W
YJR066W	YIR023W
YJR066W	YJL110C
YJR066W	YKR034W
YJR066W	YNL229C
YJR066W	YNL314W
YJR067C	YDR091C
YJR067C	YNL260C
YJR068W	YDR229W
YJR068W	YJL019W
YJR068W	YNL290W
YJR070C	YEL034W
YJR070C	YER090W
YJR072C	YLR243W
YJR072C	YOR262W
YJR073C	PSEC0238
YJR073C	YIR038C
YJR074W	YOR185C
YJR075W	PSEC0238
YJR075W	YIR038C
YJR075W	YOR304C-A
YJR075W	YPL094C
YJR076C	LA16c-358B7.1
YJR076C	YCR002C
YJR076C	YDL225W
YJR076C	YDR218C
YJR076C	YDR510W
YJR076C	YHR107C
YJR076C	YJR076C
YJR076C	YKR031C
YJR076C	YLL019C
YJR076C	YLR314C
YJR076C	YOR084W
YJR076C	YOR156C
YJR076C	YOR191W
YJR076C	YPL018W
YJR076C	YPL161C
YJR082C	YKR031C
YJR083C	YJR083C
YJR084W	YDL216C
